OrderID,OrderDate,CustomerName,Category,Product,Region,City,Quantity,UnitPrice,DiscountPct,Revenue,PaymentMethod,SalesRep
ORD1601,07/22/2024,Priya Chatterjee,Beauty,Shampoo,  North  ,Delhi,10,24442.64,0,244426.4,CREDIT CARD,M. Reddy
ORD1577,11-Oct-2024,Aditya Kumar,Beauty,Sunscreen SPF50,WEST,Pune,1,15262.56,0.05,14499.43,  Cash on Delivery  ,P. Nair
ORD1043,29/03/2025,Kabir Nair,  Apparel  ,Sneakers,NORTH,Lucknow,8,3463.48,0.25,20780.88,  Cash on Delivery  ,M. Reddy
ORD1598,12/22/2025,Sai Kumar,Sports,Football,south,Chennai,2,11727.66,0,23455.32,  Net Banking  ,M. Reddy
ORD1575,2025-08-10,Aarav Bhatt,apparel,Sneakers,EAST,Kolkata,9,8382.32,0.1,67896.79,,K. Singh
ORD1028,09/14/2024,Myra Menon,electronics,Bluetooth Speaker,SOUTH,Chennai,4,17982.66,0.05,68334.11,,T. Joshi
ORD1273,2024-06-10,Vihaan Reddy,  Home & Kitchen  ,Air Fryer,north,Lucknow,8,7811.45,0.1,56242.44,  Credit Card  ,R. Verma
ORD1327,05/06/2024,Kabir Joshi,apparel,Running Shoes,  West  ,Mumbai,3,5398.08,0,16194.24,Cash on Delivery,S. Iyer
ORD1568,03/06/2024,Myra Gupta,  Electronics  ,Bluetooth Speaker,West,Mumbai,2,4244.44,0,8488.88,debit card,T. Joshi
ORD1026,01/13/2025,Isha Kapoor,BEAUTY,Shampoo,north,Lucknow,5,3441.55,0.15,14626.59,Credit Card,P. Nair
ORD1209,20-Dec-2025,Vivaan Gupta,Apparel,Baseball Cap,NORTH,Lucknow,7,9574.71,0.25,50267.23,CREDIT CARD,A. Sharma
ORD1917,03-Aug-2025,Reyansh Kumar,sports,Badminton Racket,West,Ahmedabad,10,2822.84,0.2,22582.72,Net Banking,P. Nair
ORD1031,27/09/2025,Vivaan Das,APPAREL,Men's T-Shirt,  East  ,Bhubaneswar,4,17099.36,0,68397.44,UPI,N. Gupta
ORD1293,19/01/2025,Aarav Kumar,  Sports  ,Dumbbell Set,  North  ,Chandigarh,5,23798.8,0,118994,UPI,S. Iyer
ORD1288,02/01/2024,Karan Singh,books,Children's Storybook,East,Kolkata,7,7774.56,0.1,48979.73,DEBIT CARD,S. Iyer
ORD1225,2024-04-21,Sneha Rao,sports,Badminton Racket,West,Ahmedabad,9,1063.61,0.15,8136.62,  Cash on Delivery  ,R. Verma
ORD1638,28/03/2024,Kabir Menon,APPAREL,Men's T-Shirt,EAST,Bhubaneswar,8,22697.11,0.15,154340.35,  Cash on Delivery  ,T. Joshi
ORD1358,07-Jul-2024,Pooja Das,Beauty,Hair Dryer,  West  ,Ahmedabad,2,,0.15,33376.41,CASH ON DELIVERY,P. Nair
ORD1267,2025-08-28,Isha Patel,electronics,Webcam,north,Chandigarh,10,19645.0,0.05,186627.5,NET BANKING,M. Reddy
ORD1135,08/08/2024,Ravi Bose,home & kitchen,Cutlery Set,SOUTH,Hyderabad,10,280.49,0,2804.9,,K. Singh
ORD1106,03-Apr-2024,Neha Kumar,Sports,Skipping Rope,north,Chandigarh,5,9451.38,0,47256.9,net banking,R. Verma
ORD1008,05/26/2024,Isha Pillai,Home & Kitchen,Air Fryer,EAST,Kolkata,6,5433.77,0.25,24451.97,NET BANKING,T. Joshi
ORD1126,13-Nov-2024,Karan Iyer,  Home & Kitchen  ,Blender,East,Kolkata,6,7859.26,0.2,37724.45,Debit Card,R. Verma
ORD1594,2025-09-08,Reyansh Verma,Electronics,Wireless Mouse,West,Mumbai,2,Rs.7645.9,0,15291.8,credit card,R. Verma
ORD1989,2024-01-22,Vihaan Iyer,apparel,Baseball Cap,  South  ,Bengaluru,1,24451.06,0.25,18338.3,NET BANKING,R. Verma
ORD1959,29-Jul-2025,Sai Pillai,BEAUTY,Nail Polish,  East  ,Kolkata,9,18523.18,0,166708.62,  Debit Card  ,S. Iyer
ORD1510,08-Apr-2025,Vivaan Gupta,beauty,Face Wash,east,Bhubaneswar,4,20453.28,0,81813.12,Debit Card,S. Iyer
ORD1379,26-Oct-2025,Isha Kapoor,  Home & Kitchen  ,Vacuum Cleaner,North,Lucknow,6,9794.11,0.25,44073.5,Credit Card,A. Sharma
ORD1701,05/25/2024,Diya Patel,beauty,Shampoo,SOUTH,Hyderabad,10,10257.64,0,102576.4,CASH ON DELIVERY,P. Nair
ORD1609,29-Jan-2024,Karan Chatterjee,Electronics,Portable SSD,East,Bhubaneswar,10,16960.72,0.1,152646.48,UPI,A. Sharma
ORD1798,26-Nov-2025,Karan Bhatt,Books,Fiction Novel,East,Kolkata,4,21200.9,0.2,67842.88,  UPI  ,M. Reddy
ORD1597,23/01/2025,Ravi Das,ELECTRONICS,Bluetooth Speaker,South,Hyderabad,10,4750.38,0,47503.8,DEBIT CARD,M. Reddy
ORD1556,2024-04-23,Arjun Iyer,books,Cookbook,EAST,Kolkata,1,17351.43,0,17351.43,UPI,S. Iyer
ORD1200,16-Oct-2024,Ravi Joshi,apparel,Winter Jacket,  North  ,Lucknow,10,17638.65,0.2,141109.2,Debit Card,M. Reddy
ORD1679,21/07/2024,Isha Bhatt,  Beauty  ,Lipstick,west,Pune,10,19740.29,0.25,148052.18,upi,N. Gupta
ORD1549,05-Jan-2024,Ananya Malhotra,apparel,Running Shoes,North,Lucknow,10,23764.91,0.1,213884.19,upi,N. Gupta
ORD1974,11/29/2025,Diya Sharma,books,Fiction Novel,south,Bengaluru,6,19393.48,0,116360.88,UPI,S. Iyer
ORD1840,03/12/2025,Priya Rao,BEAUTY,Sunscreen SPF50,  North  ,Delhi,,7765.18,0.05,66392.29,DEBIT CARD,M. Reddy
ORD1120,26-Mar-2025,Karan Pillai,ELECTRONICS,Laptop Stand,West,Pune,8,17076.17,0.15,116117.96,upi,S. Iyer
ORD1453,30/11/2024,Meera Sharma,Sports,Dumbbell Set,south,Hyderabad,7,1495.08,0,10465.56,UPI,S. Iyer
ORD1081,09-May-2024,Ravi Chatterjee,  Sports  ,Yoga Mat,EAST,Patna,7,24712.09,0,172984.63,  Net Banking  ,A. Sharma
ORD1915,16/07/2024,Pooja Patel,Apparel,Women's Jeans,east,Patna,8,18668.08,0.25,112008.48,net banking,N. Gupta
ORD1983,2024-12-26,Neha Bhatt,  Sports  ,Skipping Rope,South,Chennai,3,3022.24,0,9066.72,CASH ON DELIVERY,M. Reddy
ORD1710,08/05/2025,Meera Reddy,home & kitchen,Non-stick Pan,east,Bhubaneswar,1,5022.76,0.2,4018.21,Credit Card,K. Singh
ORD1302,2025-09-01,Vivaan Rao,Apparel,Winter Jacket,SOUTH,Bengaluru,2,24708.76,0.2,39534.02,debit card,S. Iyer
ORD1212,01/28/2025,Myra Singh,Apparel,Running Shoes,west,Mumbai,10,6125.73,0.2,49005.84,cash on delivery,M. Reddy
ORD1699,27/04/2024,Isha Joshi,HOME & KITCHEN,Air Fryer,North,Delhi,10,14712.82,,110346.15,Cash on Delivery,N. Gupta
ORD1672,2025-07-29,Vivaan Bose,BOOKS,Children's Storybook,North,Lucknow,8,24071.78,0,192574.24,Credit Card,R. Verma
ORD1735,26/07/2024,Reyansh Pillai,HOME & KITCHEN,Cutlery Set,west,Pune,7,16006.92,0,112048.44,Debit Card,P. Nair
ORD1883,2024-04-09,Priya Joshi,home & kitchen,Bed Sheet Set,West,Mumbai,4,24925.69,0,99702.76,DEBIT CARD,T. Joshi
ORD1698,2024-11-27,Aarav Verma,Apparel,Men's T-Shirt,east,Kolkata,5,9840.0,0.15,41820,debit card,N. Gupta
ORD1810,31/07/2024,Aarav Chatterjee,HOME & KITCHEN,Coffee Maker,South,Chennai,9,20463.95,0.25,138131.66,Credit Card,R. Verma
ORD1914,2025-05-08,Arjun Iyer,  Home & Kitchen  ,Coffee Maker,  South  ,Bengaluru,4,2223.55,0,8894.2,UPI,K. Singh
ORD1768,02/12/2024,Isha Iyer,Apparel,Formal Shirt,West,Pune,7,5228.98,0,36602.86,Debit Card,T. Joshi
ORD1404,28/12/2024,Priya Kumar,Home & Kitchen,Vacuum Cleaner,east,Kolkata,2,13930.6,0,27861.2,Net Banking,M. Reddy
ORD1764,2024-02-14,,Home & Kitchen,Non-stick Pan,West,Mumbai,2,16500.35,0.1,29700.63,CASH ON DELIVERY,M. Reddy
ORD1655,19/06/2025,Neha Gupta,BEAUTY,Shampoo,east,Bhubaneswar,8,7614.77,0,60918.16,UPI,P. Nair
ORD1707,18-Nov-2025,Ravi Chatterjee,ELECTRONICS,Laptop Stand,west,Ahmedabad,9,2166.55,0,19498.95,  Cash on Delivery  ,A. Sharma
ORD1496,04/10/2024,Diya Reddy,  Sports  ,Yoga Mat,WEST,Ahmedabad,6,23102.37,0.1,124752.8,UPI,S. Iyer
ORD1539,2025-07-21,Arjun Gupta,electronics,Bluetooth Speaker,East,Patna,8,19047.26,0.1,137140.27,Debit Card,S. Iyer
ORD1016,25/12/2025,Aarav Pillai,APPAREL,Winter Jacket,  North  ,Chandigarh,9,5868.35,0.05,50174.39,Credit Card,R. Verma
ORD1835,13-Feb-2025,Reyansh Nair,Electronics,Laptop Stand,  South  ,Chennai,7,12303.34,0.25,64592.54,DEBIT CARD,M. Reddy
ORD1932,11/02/2025,Isha Malhotra,BOOKS,Self-Help Book,west,Pune,2,8610.19,0.15,14637.32,UPI,T. Joshi
ORD1437,09-Jul-2025,Diya Mehta,Books,Biography,east,Patna,1,12209.76,0.25,9157.32,Cash on Delivery,K. Singh
ORD1102,21/09/2025,Aditya Malhotra,  Books  ,Biography,NORTH,Lucknow,8,19483.72,0,155869.76,Net Banking,P. Nair
ORD1375,08/27/2025,Aditya Gupta,Apparel,Winter Jacket,EAST,Patna,1,Rs.21262.24,0,21262.24,CASH ON DELIVERY,N. Gupta
ORD1452,03/20/2025,Myra Verma,Books,Business Guide,NORTH,Lucknow,10,9631.42,0,96314.2,  UPI  ,M. Reddy
ORD1542,2025-08-16,Vivaan Chatterjee,electronics,Noise Cancelling Headphones,North,Chandigarh,2,5410.2,0.25,8115.3,CASH ON DELIVERY,S. Iyer
ORD1300,2025-08-09,Kabir Bhatt,Books,Cookbook,west,Ahmedabad,1,21043.81,0.2,16835.05,  Cash on Delivery  ,T. Joshi
ORD1892,2024-03-11,Aarav Rao,SPORTS,Football,North,Delhi,5,6413.97,0,32069.85,Credit Card,S. Iyer
ORD1263,21-Aug-2024,Karan Singh,SPORTS,Resistance Bands,north,Chandigarh,6,Rs.4059.15,0,24354.9,cash on delivery,R. Verma
ORD1726,04/22/2025,Sai Bose,Home & Kitchen,Air Fryer,East,Kolkata,1,12473.88,0,12473.88,DEBIT CARD,P. Nair
ORD1829,20-Oct-2025,Myra Mehta,electronics,Smartwatch,EAST,Bhubaneswar,4,205.52,0.2,657.66,Debit Card,K. Singh
ORD1175,09/05/2024,Pooja Mehta,Home & Kitchen,Cutlery Set,  South  ,Bengaluru,9,17449.86,0,157048.74,CREDIT CARD,P. Nair
ORD1468,05/29/2024,Karan Singh,home & kitchen,Blender,west,Mumbai,6,1835.18,0,11011.08,DEBIT CARD,M. Reddy
ORD1897,2024-08-02,Isha Rao,Sports,Dumbbell Set,  North  ,Delhi,9,19393.45,0.2,139632.84,Debit Card,M. Reddy
ORD1460,2025-07-15,Rohan Malhotra,ELECTRONICS,Noise Cancelling Headphones,north,Chandigarh,1,8397.14,0.05,7977.28,DEBIT CARD,K. Singh
ORD1345,06-Feb-2025,Diya Rao,  Electronics  ,Wireless Mouse,south,Chennai,2,6469.09,0.05,12291.27,Debit Card,R. Verma
ORD1754,25-Feb-2025,Reyansh Bhatt,BOOKS,Fiction Novel,South,Bengaluru,5,16716.42,0,83582.1,DEBIT CARD,T. Joshi
ORD1469,04/19/2024,Neha Patel,BOOKS,Fiction Novel,East,Bhubaneswar,8,18678.4,0.1,134484.48,DEBIT CARD,P. Nair
ORD1799,27-Nov-2025,Aarav Bhatt,apparel,Winter Jacket,NORTH,Chandigarh,8,8000.77,0.1,57605.54,debit card,T. Joshi
ORD1967,15-Apr-2025,Sneha Chatterjee,HOME & KITCHEN,Vacuum Cleaner,East,Patna,9,1709.73,0,15387.57,upi,M. Reddy
ORD1620,2024-07-15,Ananya Mehta,Apparel,Yoga Pants,EAST,Bhubaneswar,10,6017.83,0.05,57169.39,Credit Card,S. Iyer
ORD1716,20-Apr-2024,Neha Sharma,books,Fiction Novel,North,Chandigarh,10,19960.94,0.15,169667.99,UPI,P. Nair
ORD1910,2025-02-04,Myra Mehta,Sports,Dumbbell Set,North,Delhi,3,2455.51,0.25,5524.9,upi,P. Nair
ORD1454,2024-10-23,Priya Bose,beauty,Sunscreen SPF50,SOUTH,Bengaluru,10,14445.08,0,144450.8,DEBIT CARD,N. Gupta
ORD1887,2024-09-07,Neha Kapoor,Beauty,Perfume,east,Kolkata,8,6681.26,0,53450.08,CASH ON DELIVERY,A. Sharma
ORD1787,2025-06-18,Reyansh Sharma,sports,Dumbbell Set,North,Delhi,10,19761.8,0,197618,CREDIT CARD,P. Nair
ORD1640,05/31/2025,Ravi Das,ELECTRONICS,Wireless Mouse,  East  ,Kolkata,10,23492.15,0,234921.5,Credit Card,K. Singh
ORD1660,03/30/2024,Priya Menon,electronics,Laptop Stand,WEST,Pune,8,7674.58,0.15,52187.14,NET BANKING,K. Singh
ORD1508,04/27/2024,Karan Kumar,HOME & KITCHEN,Vacuum Cleaner,  West  ,Pune,9,17399.21,0,156592.89,Credit Card,T. Joshi
ORD1639,24/07/2025,Priya Reddy,electronics,Webcam,South,Chennai,7,17755.06,0.1,111856.88,CREDIT CARD,R. Verma
ORD1814,07-Feb-2024,Vihaan Menon,Beauty,Nail Polish,EAST,Patna,9,12838.17,0,115543.53,  Credit Card  ,P. Nair
ORD1867,2025-01-28,Kabir Chatterjee,SPORTS,Skipping Rope,EAST,Kolkata,7,13801.08,0.25,72455.67,Cash on Delivery,P. Nair
ORD1827,16/05/2024,,  Books  ,Business Guide,North,Lucknow,9,22609.4,0,203484.6,credit card,M. Reddy
ORD1748,24-Jun-2024,Kabir Patel,ELECTRONICS,Portable SSD,East,Kolkata,9,1888.99,0,17000.91,upi,A. Sharma
ORD1781,15-Sep-2024,Karan Gupta,Books,Business Guide,WEST,Pune,9,22762.24,0.2,163888.13,  Debit Card  ,N. Gupta
ORD1744,13/12/2024,Karan Iyer,Beauty,Face Moisturizer,east,Kolkata,5,23592.35,0,117961.75,Net Banking,M. Reddy
ORD1728,22/07/2024,Myra Bose,home & kitchen,Non-stick Pan,North,Delhi,4,15838.66,0.15,53851.44,  Credit Card  ,A. Sharma
ORD1711,07-Mar-2024,Isha Pillai,  Beauty  ,Nail Polish,South,Hyderabad,10,14193.73,0,141937.3,  Cash on Delivery  ,S. Iyer
ORD1952,2025-04-29,Isha Rao,books,Cookbook,SOUTH,Hyderabad,10,22968.76,0.1,206718.84,Debit Card,A. Sharma
ORD1870,19-Dec-2025,Diya Chatterjee,ELECTRONICS,Laptop Stand,NORTH,Lucknow,1,17448.64,0.2,13958.91,UPI,A. Sharma
ORD1136,05/03/2024,Kabir Patel,apparel,Yoga Pants,North,Chandigarh,2,,0.2,2138.51,  Cash on Delivery  ,T. Joshi
ORD1637,2025-02-22,Meera Reddy,Sports,Cricket Bat,west,Mumbai,5,18208.7,0.05,86491.32,NET BANKING,S. Iyer
ORD1789,22/05/2024,Vivaan Das,  Home & Kitchen  ,Air Fryer,West,Ahmedabad,6,20185.81,0,121114.86,  Net Banking  ,N. Gupta
ORD1248,27/10/2025,Ananya Bose,Electronics,Webcam,  North  ,Delhi,8,166.8,,1067.52,DEBIT CARD,S. Iyer
ORD1320,05/27/2025,Ravi Verma,HOME & KITCHEN,LED Desk Lamp,west,Mumbai,10,14570.78,0,145707.8,NET BANKING,P. Nair
ORD1306,2024-12-11,Arjun Joshi,Apparel,Yoga Pants,north,Chandigarh,1,18681.88,0.1,16813.69,upi,A. Sharma
ORD1376,2024-05-17,Pooja Malhotra,apparel,Men's T-Shirt,East,Patna,3,9240.59,0.05,26335.68,Cash on Delivery,K. Singh
ORD1857,01/21/2025,Rohan Chatterjee,apparel,Women's Jeans,WEST,Mumbai,2,18149.03,0,36298.06,CREDIT CARD,R. Verma
ORD1973,06-Oct-2025,Ananya Rao,  Sports  ,Cycling Helmet,SOUTH,Bengaluru,9,20245.5,0.05,173099.02,Credit Card,A. Sharma
ORD1543,2024-01-15,Diya Malhotra,Apparel,Women's Jeans,north,Lucknow,1,11859.81,0,11859.81,debit card,S. Iyer
ORD1676,06/13/2025,Rohan Kapoor,Apparel,Yoga Pants,WEST,Pune,6,23601.95,0.25,106208.78,,A. Sharma
ORD1756,01/11/2024,Rohan Chatterjee,Electronics,Webcam,  North  ,Delhi,6,18687.04,0.05,106516.13,NET BANKING,A. Sharma
ORD1626,28/05/2024,Vihaan Nair,  Beauty  ,Face Moisturizer,WEST,Ahmedabad,6,13711.76,0.25,61702.92,DEBIT CARD,K. Singh
ORD1398,13-Feb-2025,Vivaan Das,beauty,Sunscreen SPF50,SOUTH,Hyderabad,4,16427.23,0,65708.92,CREDIT CARD,K. Singh
ORD1147,30/03/2025,Karan Verma,Apparel,Formal Shirt,East,Bhubaneswar,10,3962.94,0.25,29722.05,  UPI  ,M. Reddy
ORD1634,07/22/2024,Kabir Sharma,  Apparel  ,Yoga Pants,West,Ahmedabad,1,23089.34,0.05,21934.87,Credit Card,T. Joshi
ORD1815,09/29/2025,Diya Menon,APPAREL,Running Shoes,East,Kolkata,9,5518.59,0.15,42217.21,  UPI  ,S. Iyer
ORD1462,26/10/2024,Aarav Gupta,beauty,Hair Dryer,NORTH,Chandigarh,7,16560.26,0.15,98533.55,CREDIT CARD,A. Sharma
ORD1596,07/04/2025,Karan Sharma,  Apparel  ,Winter Jacket,north,Delhi,9,5542.4,0.05,47387.52,upi,S. Iyer
ORD1141,24/10/2025,Vivaan Kumar,home & kitchen,Vacuum Cleaner,North,Delhi,5,12957.28,,48589.8,upi,A. Sharma
ORD1902,2025-04-20,Rohan Bhatt,home & kitchen,Air Fryer,south,Bengaluru,7,2995.35,0.25,15725.59,CREDIT CARD,M. Reddy
ORD1958,2024-10-24,Rohan Verma,sports,Yoga Mat,WEST,Ahmedabad,2,1509.11,0,3018.22,  UPI  ,R. Verma
ORD1703,2025-08-22,Reyansh Menon,APPAREL,Men's T-Shirt,north,Chandigarh,5,21011.27,0.2,84045.08,UPI,P. Nair
ORD1750,05/29/2025,Ravi Singh,apparel,Baseball Cap,  West  ,Ahmedabad,,14441.02,0.1,129969.18,  Cash on Delivery  ,P. Nair
ORD1955,04/24/2025,Neha Nair,Books,Biography,  South  ,Chennai,3,13235.3,0.15,33750.01,Cash on Delivery,M. Reddy
ORD1027,27/09/2024,Myra Menon,Home & Kitchen,Blender,West,Ahmedabad,9,344.4,0.1,2789.64,CREDIT CARD,S. Iyer
ORD1156,2025-09-24,Vivaan Sharma,books,Children's Storybook,EAST,Patna,2,1279.73,0.1,2303.51,debit card,N. Gupta
ORD1890,10-Apr-2025,Arjun Kumar,apparel,Yoga Pants,east,Kolkata,10,12234.43,0.25,91758.23,Credit Card,K. Singh
ORD1581,03/31/2024,Myra Malhotra,BEAUTY,Shampoo,south,Bengaluru,9,24667.96,0,222011.64,cash on delivery,N. Gupta
ORD1683,18/10/2024,Kabir Pillai,Books,Fiction Novel,West,Pune,10,17908.98,0.05,170135.31,UPI,K. Singh
ORD1686,27-May-2024,Karan Malhotra,HOME & KITCHEN,Air Fryer,WEST,Pune,7,24913.32,0.25,130794.93,Net Banking,S. Iyer
ORD1650,2024-04-04,Vivaan Patel,Books,Business Guide,  South  ,Bengaluru,6,19983.95,0,119903.7,Cash on Delivery,N. Gupta
ORD1516,10/04/2025,Diya Rao,books,Biography,South,Bengaluru,8,22355.52,0.2,143075.33,Cash on Delivery,S. Iyer
ORD1579,11/11/2024,Neha Das,Home & Kitchen,Air Fryer,South,Hyderabad,7,9414.85,0.1,59313.56,upi,M. Reddy
ORD1100,27/06/2024,Meera Sharma,apparel,Winter Jacket,east,Kolkata,5,21481.39,,107406.95,DEBIT CARD,K. Singh
ORD1854,25-Aug-2024,Kabir Kumar,Books,Children's Storybook,SOUTH,Chennai,5,5217.38,0.2,20869.52,debit card,T. Joshi
ORD1899,17-Jan-2025,Neha Kapoor,Sports,Resistance Bands,East,Patna,6,2967.49,0,17804.94,Net Banking,N. Gupta
ORD1167,01/12/2025,Sneha Bhatt,Sports,Cycling Helmet,east,Patna,8,17762.18,0.1,127887.7,  Net Banking  ,A. Sharma
ORD1874,10/05/2024,Reyansh Pillai,sports,Skipping Rope,  West  ,Ahmedabad,9,7754.94,0.05,66304.74,net banking,S. Iyer
ORD1024,24-Sep-2024,Karan Joshi,ELECTRONICS,USB-C Hub,West,Mumbai,10,14923.8,0,149238,net banking,M. Reddy
ORD1553,23-Aug-2024,Kabir Bose,electronics,Webcam,north,Delhi,-10,14557.08,0.2,116456.64,Debit Card,M. Reddy
ORD1205,01-Jun-2025,Neha Iyer,electronics,Bluetooth Speaker,NORTH,Delhi,4,1839.0,0,7356,  Credit Card  ,P. Nair
ORD1034,2025-11-26,Arjun Mehta,  Apparel  ,Men's T-Shirt,South,Chennai,2,24177.19,0.1,43518.94,UPI,N. Gupta
ORD1243,2024-03-01,Myra Patel,beauty,Lipstick,East,Patna,10,6793.48,0,67934.8,debit card,N. Gupta
ORD1566,28-May-2025,Neha Mehta,Home & Kitchen,Bed Sheet Set,EAST,Patna,1,1724.72,0.15,1466.01,NET BANKING,T. Joshi
ORD1371,2024-04-12,Isha Pillai,books,Fiction Novel,East,Kolkata,8,23795.77,0.15,161811.24,DEBIT CARD,P. Nair
ORD1636,21-May-2025,Ravi Nair,Electronics,Wireless Mouse,West,,4,17882.06,0.05,67951.83,upi,K. Singh
ORD1948,08/03/2025,Vivaan Pillai,Sports,Cycling Helmet,EAST,Kolkata,9,17590.62,0,158315.58,Net Banking,T. Joshi
ORD1661,10/27/2025,Sai Sharma,apparel,Running Shoes,North,Delhi,4,21496.45,0.05,81686.51,net banking,S. Iyer
ORD1010,01/29/2025,Vivaan Nair,Apparel,Running Shoes,west,Mumbai,3,15742.03,0.2,37780.87,Cash on Delivery,R. Verma
ORD1011,2025-03-21,Aarav Nair,  Sports  ,Badminton Racket,EAST,Patna,9,18809.31,0.15,143891.22,credit card,K. Singh
ORD1080,2024-08-27,Pooja Chatterjee,  Sports  ,Resistance Bands,EAST,Patna,8,23331.38,,177318.49,Debit Card,N. Gupta
ORD1965,2024-02-04,Diya Sharma,ELECTRONICS,Webcam,WEST,Pune,5,11508.49,0.2,46033.96,Credit Card,K. Singh
ORD1351,26/01/2024,Karan Rao,electronics,Noise Cancelling Headphones,WEST,Ahmedabad,9,7255.31,0.2,52238.23,credit card,R. Verma
ORD1119,2025-11-02,Diya Joshi,BEAUTY,Sunscreen SPF50,East,Bhubaneswar,2,3789.14,0.05,7199.37,Debit Card,S. Iyer
ORD1936,2024-04-10,Sneha Rao,Sports,Football,SOUTH,Chennai,9,8443.43,0.25,56993.15,UPI,M. Reddy
ORD1235,03/04/2025,Myra Nair,APPAREL,Formal Shirt,north,Delhi,3,9426.66,0,28279.98,Cash on Delivery,N. Gupta
ORD1521,2024-03-03,Vihaan Patel,sports,Badminton Racket,  East  ,Bhubaneswar,5,4312.58,0.1,19406.61,Cash on Delivery,K. Singh
ORD1908,2025-07-02,Vihaan Singh,Books,Business Guide,  South  ,Chennai,4,16365.19,0.05,62187.72,UPI,P. Nair
ORD1290,12-Jan-2024,Vihaan Kumar,  Apparel  ,Formal Shirt,  North  ,Delhi,3,15959.24,0,47877.72,UPI,T. Joshi
ORD1217,25/10/2024,Aditya Das,BEAUTY,Face Wash,north,Delhi,9,2462.65,0.15,18839.27,NET BANKING,A. Sharma
ORD1050,09/15/2024,Rohan Kumar,Home & Kitchen,Air Fryer,east,Kolkata,6,19066.56,0.2,91519.49,UPI,N. Gupta
ORD1501,30/01/2024,Aditya Patel,apparel,Baseball Cap,South,Bengaluru,10,22322.24,0.25,167416.8,  Credit Card  ,S. Iyer
ORD1931,01/14/2024,Kabir Reddy,HOME & KITCHEN,Coffee Maker,East,Patna,2,2017.34,0.25,3026.01,Credit Card,P. Nair
ORD1895,2024-01-15,Meera Reddy,beauty,Face Wash,North,Lucknow,2,18109.68,0,36219.36,upi,M. Reddy
ORD1494,05/23/2025,Sai Patel,beauty,Face Wash,south,Hyderabad,6,17789.52,0.1,96063.41,NET BANKING,R. Verma
ORD1610,14/03/2025,Vihaan Pillai,BEAUTY,Face Moisturizer,SOUTH,Chennai,1,19165.07,0.15,16290.31,net banking,R. Verma
ORD1145,11/18/2025,Vivaan Das,BOOKS,Biography,east,Bhubaneswar,10,24954.04,0.1,224586.36,Credit Card,R. Verma
ORD1475,03/26/2025,,sports,Yoga Mat,SOUTH,Hyderabad,1,14008.87,0,14008.87,DEBIT CARD,K. Singh
ORD1687,29-Apr-2025,Rohan Iyer,BEAUTY,Lipstick,West,Ahmedabad,9,21602.3,0,194420.7,Debit Card,T. Joshi
ORD1993,10-Mar-2025,Vivaan Nair,home & kitchen,Air Fryer,WEST,Ahmedabad,9,9794.55,0.1,79335.85,Cash on Delivery,T. Joshi
ORD1334,01-Jan-2025,Sai Nair,Home & Kitchen,Bed Sheet Set,EAST,Bhubaneswar,-1,390.36,0,390.36,debit card,M. Reddy
ORD1113,16/02/2024,Neha Nair,home & kitchen,Vacuum Cleaner,NORTH,Chandigarh,5,17003.71,0.25,63763.91,cash on delivery,K. Singh
ORD1733,04/26/2025,Reyansh Iyer,Home & Kitchen,Vacuum Cleaner,North,Lucknow,9,24214.35,0.25,163446.86,debit card,R. Verma
ORD1550,10/10/2024,Sneha Nair,BEAUTY,Sunscreen SPF50,SOUTH,Bengaluru,10,9143.25,0.05,86860.88,Net Banking,P. Nair
ORD1361,06/10/2025,Arjun Chatterjee,APPAREL,Winter Jacket,NORTH,Lucknow,2,9739.02,0.1,17530.24,Credit Card,M. Reddy
ORD1669,08/02/2024,Ravi Nair,Apparel,Winter Jacket,SOUTH,Hyderabad,7,23584.91,0.25,123820.78,  UPI  ,P. Nair
ORD1408,13/04/2025,Neha Malhotra,apparel,Running Shoes,  North  ,Lucknow,9,959.18,,7337.73,NET BANKING,S. Iyer
ORD1339,01-Jun-2025,Vihaan Chatterjee,BOOKS,Business Guide,South,Chennai,3,20999.97,0,62999.91,credit card,S. Iyer
ORD1702,10/30/2025,Neha Bhatt,  Home & Kitchen  ,Blender,South,Hyderabad,8,1188.53,0.25,7131.18,CASH ON DELIVERY,K. Singh
ORD1938,09/01/2024,Kabir Nair,  Sports  ,Dumbbell Set,  North  ,Lucknow,4,3012.42,0,12049.68,cash on delivery,K. Singh
ORD1645,02/11/2024,Ravi Mehta,Electronics,USB-C Hub,  South  ,Bengaluru,3,17693.18,0.2,42463.63,Credit Card,T. Joshi
ORD1595,26/12/2024,Vihaan Sharma,APPAREL,Winter Jacket,South,Hyderabad,2,3767.09,0.1,6780.76,CASH ON DELIVERY,M. Reddy
ORD1352,29/05/2024,Vivaan Reddy,sports,Cricket Bat,north,Lucknow,5,18792.1,0,93960.5,UPI,K. Singh
ORD1674,2024-12-15,Sai Reddy,apparel,Formal Shirt,East,Kolkata,8,24245.47,0,193963.76,Debit Card,T. Joshi
ORD1464,01-Dec-2025,Sneha Patel,Sports,Yoga Mat,NORTH,Delhi,6,12324.83,0,73948.98,Credit Card,M. Reddy
ORD1463,2025-05-27,Sneha Nair,BOOKS,Biography,south,Chennai,6,12193.85,0,73163.1,DEBIT CARD,P. Nair
